"","trial","N.pop","skew","lb.tdist","ub.tdist","cover.tdist","width.tdist","lb.bca.exp","ub.bca.exp","cover.bca.exp","width.bca.exp","lb.bayes.sdprior","ub.bayes.sdprior","cover.bayes.sdprior","width.bayes.sdprior"
"112",12,7,-0.5,60.1722892251044,89.7190741775509,1,29.5467849524465,58.4247675019361,88.4027946376859,1,29.9780271357498,68.0045725791783,87.9316601139911,1,19.9270875348127
"113",13,7,-0.5,62.5035109310444,85.3012884006873,1,22.7977774696428,62.1464295137865,85.4072892139846,1,23.2608597001981,66.8725977047598,83.0418687025926,1,16.1692709978327
"114",14,7,-0.5,59.956354753865,88.6672419015365,1,28.7108871476715,51.7370954463723,85.0398421132239,1,33.3027466668517,66.5112784279643,87.1152429161902,1,20.6039644882259
"115",15,7,-0.5,70.048450478416,94.9651464286564,1,24.9166959502405,64.4297819480295,90.5681107371944,1,26.1383287891648,75.5989461647063,94.0097720299893,1,18.410825865283
"116",16,7,-0.5,64.7901682086021,89.8502828473637,1,25.0601146387616,62.2857273413087,87.7610951948768,1,25.4753678535681,70.2065561073811,88.4928025300219,1,18.2862464226407
"117",17,7,-0.5,52.5892438298107,87.0170780742568,1,34.4278342444461,54.7484063479285,88.9474352014087,1,34.1990288534802,61.6455269556703,86.4809140710452,1,24.8353871153748
"118",18,7,-0.5,68.3672608411839,89.4520767610352,1,21.0848159198513,61.8664739252656,84.9624417844024,1,23.0959678591368,72.3012954547712,87.5023838650161,1,15.2010884102448
"119",19,7,-0.5,66.2359253965381,88.8850321573643,1,22.6491067608262,62.0638508439538,85.7074949746782,1,23.6436441307244,70.5451400559892,86.6860846963772,1,16.140944640388
"120",20,7,-0.5,55.9282628874398,78.8923414406624,1,22.9640785532226,56.9763496252421,79.8883243302798,1,22.9119747050377,60.8266425326299,76.8410729530943,0,16.0144304204644
"121",21,7,-0.5,60.4412898399924,89.0546850937291,1,28.6133952537367,60.6837571816404,88.5454656467521,1,27.8617084651117,67.4878971915392,87.5781629422949,1,20.0902657507556
